ANATOMY,Interdune,Stoss,Lee,Interdune,Interdune,Interdune,Interdune,Stoss,Lee,Interdune,Stoss,Lee,Interdune,Stoss,Lee,Interdune,"Interdune, Depth",Lee,"Stoss, Depth",Interdune,Stoss,Stoss,Lee,Lee,Lee,Stoss,Stoss,Lee,Stoss,Lee,"Stoss, Star","Stoss, Star","Lee, Star","Stoss, Star","Stoss, Star",Stoss,Lee,Stoss,Stoss,Lee,Lee,Lee,Lee,Interdune,Interdune,Stoss,Stoss,Stoss,Lee,Lee,Interdune,Lee,"Stoss, Crest",Lee,"Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth",,,,,,,
Zotu,MF.4B,MF.5B,MF.6B,MF.7B,MF.8B,MF.11A,MF.12A,MF.13A,MF.14B,MF.15A,MF.16A,MF.17A,MF.18B,MF.19A,MF.20A,MF.27B,MF.28A,MF.30A,MF.31B,MF.33A,ED.01A,ED.02B,ED.03A,ED.04A,ED.05A,ED.06A,ED.08A,ED.09A,ED.10A,ED.11A,ED.12A,ED.13A,ED.14B,ED.15B,ED.16A,ED.17B,ED.18A,ED.19A,ED.20A,ED.21A,ED.22A,ED.23A,ED.24A,ED.33A,IX.1B,IX.2A,IX.3A,IX.4B,IX.5A,IX.6A,IX.7A,IX.8A,IX.9A,IX.10A,IX.10CM.A,IX.20CM.B,IX.30CM.A,IX.40CM.A,IX.50CM.A,IX.60CM.A,IX.70CM.A,IX.80CM.A,Domain,Phylum,Class,Order,Family,Genus,Species
Zotu1731,0,3,1,10,0,0,1,22,0,25,0,15,0,0,1,1,9,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,2,0,0,1,1,0,17,1,1,0,0,0,0,0,2,1,22,0,0,0,0,18,5,7,1,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,roseomonas,roseomonas pecuniae
Zotu3191,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,bacteria,deinococcota,deinococci,deinococcales,deinococcaceae,deinococcus,deinococcus peraridilitoris
Zotu5930,0,1,0,0,0,0,18,0,0,0,0,0,0,0,1,9,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,modestobacter,modestobacter marinus
Zotu1817,0,7,5,0,2,0,0,17,5,0,1,0,0,9,6,1,1,11,1,0,8,0,0,0,1,0,0,1,0,8,0,0,1,0,0,0,1,0,1,2,1,0,3,1,1,0,23,0,1,0,0,16,5,13,0,0,0,0,0,1,1,29,bacteria,bacillota,bacilli,bacillales,bacillaceae,neobacillus,neobacillus fumarioli
Zotu4882,0,7,9,1,1,0,1,2,18,2,4,3,1,2,21,0,0,2,0,0,1,0,2,0,0,0,1,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,bacteria,acidobacteriota,blastocatellia,blastocatellales,blastocatellaceae,aridibacter,aridibacter famidurans
Zotu4268,0,7,0,5,1,0,0,0,14,0,0,0,1,0,4,0,6,0,0,0,6,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,15,0,0,1,0,0,0,0,6,0,0,0,0,4,0,0,0,0,1,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,nibribacter,nibribacter koreensis
Zotu197,0,6,3,1,0,1,6,36,3,2,0,1,1,20,12,3,5,0,1,0,130,0,1,0,0,2,0,0,2,12,3,300,4,85,4,4,3,57,2,5,5,219,209,0,2,2,4,5,2,5,2,166,4,52,4,4,2,3,0,3,2,13,bacteria,deinococcota,deinococci,deinococcales,deinococcaceae,deinococcus,deinococcus papagonensis
Zotu4626,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu107,0,2,19,0,1,0,0,0,88,1,130,103,0,4,46,0,10,142,352,3,0,6,1,1,0,3,1,0,1,2,1,3,0,1,3,1,0,2,0,0,0,1,1,4,1,1,2,0,2,1,57,1,3,1,4,62,99,272,799,127,7,1,bacteria,candidatus saccharibacteria,candidatus saccharibacteria,candidatus saccharibacteria,candidatus saccharibacteria,candidatus saccharimonas,candidatus saccharimonas aalborgensis
Zotu6237,0,1,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,comamonadaceae,ramlibacter,ramlibacter henchirensis
Zotu936,0,3,1,100,2,1,60,0,2,0,1,2,0,19,4,0,4,0,2,1,1,1,1,1,1,3,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,2,1,2,0,2,1,1,0,1,1,0,2,4,0,5,0,0,0,19,58,1,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus antri
Zotu4133,0,9,0,0,1,0,0,0,7,0,0,0,0,0,6,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,19,0,11,1,1,1,0,1,0,0,4,11,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia aurea
Zotu4298,0,8,3,0,0,0,6,2,8,1,0,4,0,4,7,1,1,0,0,0,6,3,1,5,2,1,0,1,0,7,1,1,0,1,8,0,2,1,3,3,0,22,2,1,5,0,0,2,0,0,3,28,3,19,2,0,0,0,0,0,0,13,bacteria,actinomycetota,actinomycetes,streptosporangiales,nocardiopsaceae,streptomonospora,streptomonospora nanhaiensis
Zotu2573,0,5,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,43,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,2,0,0,1,1,0,0,1,1,31,8,2,0,1,1,1,0,0,0,bacteria,bacteroidetes,cytophagia,cytophagales,flexibacteraceae,flexibacter,flexibacter flexilis
Zotu4479,0,1,1,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,roseimaritima,roseimaritima multifibrata
Zotu2125,0,1,0,1,0,0,0,0,0,0,115,2,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,nibribacter,nibribacter koreensis
Zotu1239,0,1,0,1,0,1,0,0,0,0,0,0,0,59,12,0,1,0,0,0,55,0,0,3,0,1,0,2,0,9,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,25,0,36,0,0,0,0,0,0,0,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu2979,0,1,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,bacteria,planctomycetota,phycisphaerae,tepidisphaerales,tepidisphaeraceae,tepidisphaera,tepidisphaera mucosa
Zotu543,0,3,11,34,34,1,1,1,47,148,2,1,1,40,54,1,102,1,0,1,3,1,1,0,1,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,152,0,0,43,0,0,0,0,0,2,0,0,0,43,0,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,methylophilaceae,novimethylophilus,novimethylophilus kurashikiensis
Zotu2595,0,1,0,3,0,1,0,1,1,0,0,0,0,0,3,0,4,0,1,0,1,0,0,0,0,1,0,87,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,myxococcota,myxococcota,polyangiales,labilitrichaceae,labilithrix,labilithrix luteola
Zotu2208,0,22,0,0,0,0,0,0,1,0,0,0,0,40,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,26,28,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu3763,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,55,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,planctomycetes,candidatus brocadiia,candidatus brocadiales,candidatus brocadiaceae,candidatus brocadia,candidatus brocadia caroliniensis
Zotu4498,0,1,0,0,1,0,0,0,10,0,0,0,0,0,0,1,0,0,20,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata massiliana
Zotu903,0,1,2,1,3,1,1,1,2,3,108,0,1,0,7,0,2,1,207,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu4952,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,12,0,1,0,1,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,sabulicella,sabulicella rubraurantiaca
Zotu771,0,2,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,0,0,1,3,1,0,0,1,0,2,23,16,137,0,1,0,1,2,48,49,43,1,0,0,6,0,1,1,0,1,1,0,0,2,2,0,2,1,1,0,0,0,1,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,hephaestia,hephaestia caeni
Zotu3969,0,1,0,0,0,0,14,21,1,1,0,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu4139,0,3,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,bacteria,planctomycetota,planctomycetia,pirellulales,pirellulaceae,aureliella,aureliella helgolandensis
Zotu299,0,2,50,34,1,3,52,0,171,240,17,3,3,4,73,2,176,1,174,0,0,2,1,0,0,2,0,3,1,0,1,1,0,0,0,0,0,0,105,0,2,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bacteria,myxococcota,myxococcia,myxococcales,myxococcaceae,citreicoccus,citreicoccus inhibens
Zotu4972,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,18,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu5382,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14,2,0,0,0,0,0,2,0,1,6,3,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides iriomotensis
Zotu1289,0,2,14,10,5,3,0,0,1,5,0,12,1,2,4,3,57,3,2,1,18,0,0,122,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,5,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,acidithrix,acidithrix ferrooxidans
Zotu3175,0,1,0,0,1,1,1,0,1,0,1,0,0,1,2,0,2,2,0,0,7,1,0,0,1,0,0,43,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata palustris
Zotu739,0,3,9,4,1,1,1,1,0,0,25,2,0,1,6,1,0,0,2,318,1,0,0,1,2,1,0,0,1,0,1,1,0,0,0,1,0,0,10,2,0,0,0,14,0,0,0,0,1,0,1,0,2,0,2,5,0,0,9,38,0,0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus antri
Zotu5188,0,5,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,1,0,1,0,0,1,2,0,0,0,1,0,16,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,3,0,bacteria,verrucomicrobia,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu1258,0,4,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,219,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,acidiferrimicrobium,acidiferrimicrobium australe
Zotu2462,0,1,1,2,52,0,1,0,2,0,1,0,1,15,0,0,9,1,0,0,0,0,0,1,0,2,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,4,8,0,0,0,1,0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter arvalis
Zotu1184,0,1,6,3,7,0,0,0,13,0,0,0,0,0,5,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,3,1,2,0,3,0,0,1,0,0,1,2,4,1,0,0,1,0,0,3,1,0,2,16,18,20,1,40,56,0,1,bacteria,chloroflexota,chloroflexota,chloroflexota,chloroflexota,thermobaculum,thermobaculum terrenum
Zotu5271,0,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,12,0,8,0,0,0,7,0,1,0,0,0,1,0,0,10,1,0,0,1,0,0,0,0,0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,actinocorallia,actinocorallia longicatena
Zotu1650,0,1,1,5,9,0,1,0,0,0,0,0,0,0,1,0,7,0,1,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,1,0,0,1,1,0,1,6,0,0,0,1,0,1,1,0,1,1,5,1,28,84,46,0,23,4,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,candidatus methanomethylophilaceae,candidatus methanomethylophilus,candidatus methanomethylophilus alvus
Zotu520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,3,3,1,2,0,1,1,163,0,1,0,3,0,0,0,0,151,146,72,0,72,3,5,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas aquatilis
Zotu861,0,7,6,2,7,1,43,57,14,37,3,2,1,18,8,16,6,3,0,1,6,2,0,2,4,1,2,2,9,19,2,2,4,1,1,0,0,1,2,0,1,24,0,6,0,0,0,0,0,0,0,44,1,37,0,0,0,0,9,0,2,20,bacteria,thermomicrobiota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu2332,0,2,0,1,0,0,0,0,12,0,42,0,0,0,3,0,0,0,10,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,14,0,1,1,1,0,13,5,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter radiotolerans
Zotu926,0,1,0,19,5,0,13,0,7,1,9,0,0,0,8,1,8,3,5,1,0,1,0,4,0,0,0,0,7,0,0,3,0,1,2,1,2,2,0,1,1,1,0,0,1,0,1,0,1,1,3,0,0,1,32,16,0,63,33,22,12,15,,,,,,,
Zotu5345,0,2,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,pseudoroseomonas,pseudoroseomonas vastitatis
Zotu1086,0,1,0,1,1,0,3,0,11,0,31,0,1,2,0,0,6,0,0,3,43,0,0,1,0,1,0,0,0,0,1,1,1,2,2,0,0,1,2,1,0,1,1,0,1,0,0,2,0,1,33,43,22,42,0,0,1,0,0,1,0,0,,,,,,,
Zotu6316,0,1,10,0,2,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter carri
Zotu655,0,2,2,2,0,2,8,3,0,1,0,0,4,0,5,0,1,0,1,0,208,1,4,1,1,2,2,2,2,2,2,2,1,0,0,1,1,4,0,0,0,0,0,0,191,0,1,0,1,1,2,19,6,5,0,1,0,0,1,2,1,4,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu3141,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,0,0,3,1,0,37,0,0,17,0,0,2,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,oxalicibacterium,oxalicibacterium horti
Zotu1279,0,3,8,1,0,0,1,31,0,0,2,1,0,32,1,0,4,0,0,0,14,0,3,1,2,3,0,1,0,2,3,3,1,3,0,1,0,4,3,1,1,1,2,0,0,1,2,1,1,1,3,10,2,14,2,0,0,0,0,0,0,90,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,desulfuromonas,desulfuromonas carbonis
Zotu3664,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,0,0,0,0,0,bacteria,chloroflexi,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu1763,0,1,2,49,4,0,1,0,0,0,0,18,1,0,3,0,12,0,0,2,0,1,1,0,0,0,0,0,0,0,1,4,0,2,0,2,1,0,0,33,1,1,0,5,1,0,0,1,1,0,0,16,0,1,0,0,0,0,0,0,1,5,bacteria,firmicutes,bacilli,bacillales,paenibacillaceae,paenibacillus,bacillus edaphicus
Zotu5375,0,6,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,14,0,0,19,0,0,0,0,1,0,0,0,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces nanhaiensis
Zotu829,0,4,15,0,2,0,2,1,12,0,0,25,0,34,21,1,2,7,0,1,5,1,1,0,4,0,4,6,0,1,1,0,2,4,1,1,2,1,1,2,2,1,0,3,2,0,1,4,1,2,87,16,33,46,0,1,0,2,0,0,2,9,bacteria,bacillota,clostridia,eubacteriales,syntrophomonadaceae,syntrophomonas,syntrophomonas zehnderi
Zotu1623,0,2,3,0,1,0,138,2,0,1,1,1,0,1,2,3,0,1,0,4,1,1,2,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu1048,0,2,1,1,1,2,0,1,1,0,2,0,2,3,0,0,1,2,1,0,1,230,0,1,1,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,proteobacteria,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas sanxanigenens
Zotu539,0,1,0,1,0,1,4,0,1,0,0,2,0,1,0,2,1,0,0,1,2,192,0,0,0,0,2,0,30,0,2,3,1,2,1,3,0,0,1,34,2,71,205,0,0,0,1,0,2,2,0,2,13,0,1,1,0,0,1,0,2,10,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga pudoricolor
Zotu1433,0,1,26,5,0,0,2,52,0,0,2,2,2,1,3,1,22,1,0,0,5,0,2,0,0,1,0,0,34,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,1,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum autotrophicum
Zotu886,0,2,11,10,3,2,29,4,0,1,1,4,1,2,5,115,11,3,1,3,2,0,0,0,0,3,0,4,1,1,2,1,1,47,0,0,0,1,0,0,0,0,0,1,0,0,47,2,0,4,16,3,1,0,0,0,1,0,11,1,3,2,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu1706,0,2,7,1,3,0,0,0,0,0,0,2,1,1,1,1,0,0,1,0,4,0,1,0,0,1,75,0,1,2,1,1,0,1,0,0,0,0,3,0,0,0,3,1,0,1,1,0,1,0,0,0,5,0,2,0,1,1,24,14,11,6,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,belnapia,belnapia arida
Zotu5027,0,7,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas jaspsi
Zotu5785,0,1,1,0,7,0,0,2,0,0,0,0,0,1,3,0,15,0,0,0,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiaceae,caballeronia,caballeronia glathei
Zotu3546,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,1,0,1,3,0,2,0,0,1,1,0,0,1,1,1,1,3,1,14,1,10,28,16,0,bacteria,verrucomicrobia,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu638,0,1,1,2,1,0,73,0,1,1,2,1,0,1,6,0,16,1,0,2,3,0,1,0,0,1,0,0,0,122,1,2,1,1,1,0,2,2,2,2,0,0,0,3,1,1,1,2,0,0,0,101,19,19,1,1,0,0,0,0,0,97,bacteria,thermodesulfobacteriota,syntrophobacteria,syntrophobacterales,syntrophobacteraceae,desulfoglaeba,desulfoglaeba alkanexedens
Zotu3607,0,4,0,0,0,0,35,0,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,proteobacteria,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas wittichii
Zotu3255,0,1,0,4,6,1,33,0,1,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu2681,0,2,1,53,23,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteria,bacillota,bacilli,bacillales,bacillaceae,bacillus,bacillus sonorensis
Zotu898,0,1,6,11,0,0,0,1,1,0,1,1,0,1,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,1,1,1,1,2,2,3,2,5,2,1,2,1,1,0,0,2,1,35,7,36,2,96,103,1,2,11,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides suum
Zotu412,0,1,0,0,2,0,0,1,0,1,0,1,0,8,3,0,2,3,0,0,0,1,0,2,3,1,0,0,10,3,196,2,3,60,5,4,140,81,21,109,140,22,2,3,4,4,2,2,0,0,0,6,3,5,3,1,0,1,3,1,3,3,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,hyphomicrobiaceae,methyloceanibacter,methyloceanibacter caenitepidi
Zotu1198,0,3,1,7,22,1,1,0,4,29,0,1,0,0,0,0,5,0,17,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,1,0,2,0,1,0,0,0,0,3,0,0,1,0,2,1,0,0,0,1,8,10,20,78,1,6,0,0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter galbus
Zotu444,0,1,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,2,68,271,2,2,3,3,1,2,3,7,0,86,2,2,5,1,2,69,23,2,33,0,1,2,3,0,1,2,91,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum soli
