Zotu,Domain,Phylum,Class,Order,Family,Genus,Species,MF.4B,MF.5B,MF.6B,MF.7B,MF.8B,MF.11A,MF.12A,MF.13A,MF.14B,MF.15A,MF.16A,MF.17A,MF.18B,MF.19A,MF.20A,MF.27B,MF.28A,MF.30A,MF.31B,MF.33A,ED.01A,ED.02B,ED.03A,ED.04A,ED.05A,ED.06A,ED.08A,ED.09A,ED.10A,ED.11A,ED.12A,ED.13A,ED.14B,ED.15B,ED.16A,ED.17B,ED.18A,ED.19A,ED.20A,ED.21A,ED.22A,ED.23A,ED.24A,ED.33A,IX.1B,IX.2A,IX.3A,IX.4B,IX.5A,IX.6A,IX.7A,IX.8A,IX.9A,IX.10A,IX.10CM.A,IX.20CM.B,IX.30CM.A,IX.40CM.A,IX.50CM.A,IX.60CM.A,IX.70CM.A,IX.80CM.A
Zotu907,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga aerilata,0.02907164545513276,0.006263701847792045,0.05488828619398166,0.00699471898716469,0.007580639047871735,0.37659419601886135,0.055952751010258005,0.0031125498007968126,0.003206053028117085,0.17976535889996217,0.022256843979523704,0.0032246622166328077,0.0,0.003144555202666583,0.0,0.4893807574206755,0.0034300610550867805,0.012788950346900276,0.0031426775612822125,0.003145940164218077,0.02257773190556057,0.0062025120173670335,0.0,0.007328154770628755,0.003162755392497944,0.006128577557148986,0.0,0.012492582529123334,0.009592019439826065,0.009503595526974372,0.003164156435894191,0.0,0.0,0.0,0.0,0.0,0.006322911068255825,0.0,0.0,0.0,0.0,0.0,0.0,0.016062321808617434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003334556003868085,0.0,0.0,0.0,0.0,0.0,0.0
Zotu45,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,sabulicella,sabulicella rubraurantiaca,0.009690548485044253,0.35389915440025055,0.41327650781350894,0.11891022278179973,0.07959671000265323,0.02531725687521757,0.13055641902393536,0.3392679282868526,0.18595107563079094,0.32799293553677306,0.17805475183618963,0.7577956209087098,0.0292597288598459,0.3113109650639917,0.6156752882923969,0.07036847492323439,0.41503738766550047,0.03836685104070084,0.02828409805153991,0.03460534180639884,0.4418784672945426,0.02791130407815165,0.04787284971116714,0.02931261908251502,0.03479030931747739,0.01838573267144696,0.03400075557234605,0.4028857865642275,0.6330732830285203,1.042227642791523,0.025313251487153528,0.02271620963816323,0.022569724326938576,0.40406631818619115,0.02610369693607857,1.3474494706448508,0.0252916442730233,0.0537328528984133,0.04749540877715154,0.02232926090146416,0.03402170584833124,0.03158160687215766,0.02280576008340392,0.020077902260771795,0.7330718281782522,0.01937984496124031,0.019936204146730464,0.019117412776804205,0.5065986899422413,0.009556270506163794,0.022202486678507993,0.8686351408290928,0.9782404213958737,0.5603311047437122,0.03435953820780649,0.02000733602320851,0.02312215102067781,0.019565004728209476,0.02010454362685967,0.01321178491214163,0.08762819680643905,0.9353604834302979
Zotu330,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta,0.022611279798436593,0.015659254619480114,0.016143613586465193,0.0,0.0037903195239358677,0.0,0.4600559527510102,0.12450199203187251,0.15389054534962007,0.31853160085782767,0.0031795491399319573,0.006449324433265615,0.0065021619688546434,0.08175843526933115,0.03583295328685908,0.015992835209826,0.017150305275433902,0.012788950346900276,0.0,0.00943782049265423,0.012901561088891756,0.0062025120173670335,0.009574569942233428,0.0,0.009488266177493833,0.003064288778574493,0.007555723460521345,0.0093694368968425,0.00639467962655071,0.006335730351316247,0.003164156435894191,0.0032451728054518907,0.003224246332419797,0.009620626623480743,0.0032629621170098214,0.0,0.0,0.0,0.0,0.006379788828989761,0.0,0.0,0.0,0.004015580452154359,0.0,0.009689922480620155,0.388755980861244,0.16249800860283575,0.5937207576393146,0.003185423502054598,0.1744481096168485,0.009723527695848054,0.0,0.003183699458771092,0.006871907641561298,0.0,0.0033031644315254013,0.013043336485472984,0.0033507572711432786,0.0033029462280354076,0.23367519148383745,0.00964289158175565
Zotu2866,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum suwonense,0.0032301828283480844,0.0,0.02905850445563735,0.003497359493582345,0.011370958571807603,0.003164657109402196,0.0,0.006225099601593625,0.0,0.006307556452630251,0.11764331817748243,0.0,0.0,0.006289110405333166,0.0032575412078962797,0.0127942681678608,0.0,0.0,0.0,0.0,0.0,0.009303768026050551,0.006383046628155619,0.0,0.0,0.0,0.0037778617302606727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zotu814,bacteria,bacteroidota,flavobacteriia,flavobacteriales,weeksellaceae,cloacibacterium,cloacibacterium normanense,0.4683765101104722,0.0407140620106483,0.0,0.00699471898716469,0.0037903195239358677,0.006329314218804392,0.1056885296860429,0.10582669322709162,0.00641210605623417,0.047306673394726884,0.0031795491399319573,0.17413175969817163,0.0065021619688546434,0.0,0.00977262362368884,0.009595701125895598,0.013720244220347122,0.003197237586725069,0.0,0.003145940164218077,0.006450780544445878,0.012405024034734067,0.019149139884466856,0.0036640773853143776,0.0,0.01838573267144696,0.007555723460521345,0.0031231456322808335,0.009592019439826065,0.012671460702632495,0.003164156435894191,0.0032451728054518907,0.0,0.0,0.0,0.0,0.0,0.0,0.003166360585143436,0.0,0.0,0.0,0.0032579657262005604,0.012046741356463078,0.006430454633142563,0.0,0.003322700691121744,0.003186235462800701,0.003226743248039754,0.003185423502054598,0.0,0.009723527695848054,0.0031353859660124164,0.003183699458771092,0.003435953820780649,0.003334556003868085,0.0,0.003260834121368246,0.0,0.0,0.3505127872257562,0.0
Zotu394,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium lacusdiani,0.6944893080948381,0.0031318509238960224,0.0032287227172930386,0.003497359493582345,0.0,0.003164657109402196,0.0,0.0,0.0,0.0,0.0,0.006449324433265615,0.0,0.0,0.006515082415792559,0.009595701125895598,0.0034300610550867805,0.0,0.0031426775612822125,0.0,0.0,0.0,0.006383046628155619,0.0,0.0,0.0,0.0,0.0,0.003197339813275355,0.0031678651756581236,0.003164156435894191,0.01947103683271134,0.025793970659358376,0.009620626623480743,0.01957777270205893,0.026550728485612823,0.5911921848819196,3.344079903913016,0.1329871445760243,0.009569683243484641,0.023815194093831864,0.028423446184941893,0.02280576008340392,0.012046741356463078,0.016076136582856407,0.025839793281653745,0.029904306220095694,0.015931177314003505,0.022587202736278275,0.6561972414232472,0.025374270489723422,0.025929407188928146,0.01567692983006208,0.04457179242279529,0.02061572292468389,0.00666911200773617,0.0066063288630508026,0.03260834121368246,0.006701514542286557,0.01321178491214163,0.012981955082435416,0.02250008035742985
Zotu1980,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia consociata,0.0032301828283480844,0.0,0.0032287227172930386,0.0,0.0037903195239358677,0.003164657109402196,0.0031084861672365555,0.0,0.0,0.0031537782263151254,0.0,0.0,0.0,0.0,0.026060329663170238,0.0,0.0034300610550867805,0.0,0.0,0.0,0.17739646497226164,0.0031012560086835167,0.0,0.0036640773853143776,0.0,0.0,0.0,0.0,0.003197339813275355,0.0,0.0,0.0032451728054518907,0.0,0.0,0.20556661337161877,0.0,0.0,0.0031607560528478414,0.003166360585143436,0.0,0.0,0.0,0.0032579657262005604,0.0,0.0032152273165712815,0.0,0.0,0.0,0.0,0.0,0.0,0.003241175898616018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028928674745266947
Zotu75,bacteria,bacillota,bacilli,lactobacillales,streptococcaceae,streptococcus,streptococcus mitis,0.03230182828348085,0.22862511744440964,0.665116879762366,0.01748679746791173,0.03790319523935868,0.03164657109402196,0.1834006838669568,0.7719123505976095,0.09297553781539547,0.025230225810521003,0.02861594225938762,0.13221115088194513,0.022757566890991256,0.04716832803999874,0.5081764284318196,0.0063971340839304,0.11319201481786376,0.012788950346900276,0.0,0.02831346147796269,1.7675138691781704,0.021708792060784618,0.03829827976893371,0.04030485123845816,0.050604086279967105,0.21450021450021448,0.037778617302606725,0.0281083106905275,0.01918403887965213,0.0665251686888206,0.0348057207948361,0.03569690085997079,0.01934547799451878,0.3848250649392297,0.022840734819068752,0.039826092728419235,0.04109892194366287,0.018964536317087048,0.012665442340573744,0.054228205046412965,0.023815194093831864,0.03158160687215766,0.5343063790968919,0.03614022406938923,0.32473795897369945,0.025839793281653745,0.019936204146730464,0.03186235462800701,0.012906972992159016,0.04459592902876437,0.3552397868561279,1.3483291738242635,0.429547877343701,0.620821394460363,0.010307861462341946,0.02000733602320851,0.02312215102067781,0.013043336485472984,0.02010454362685967,0.029726516052318665,0.133065039594963,0.46928739031210825
Zotu1360,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter arboris,0.4263841333419472,0.0,0.0,0.0,0.0037903195239358677,0.037975885312826356,0.0031084861672365555,0.006225099601593625,0.0,0.0031537782263151254,0.047693237098979366,0.0,0.0,0.003144555202666583,0.0032575412078962797,0.0,0.010290183165260341,0.006394475173450138,0.0,0.003145940164218077,0.0,0.0,0.006383046628155619,0.010992232155943134,0.0,0.003064288778574493,0.0,0.0,0.003197339813275355,0.0,0.09808884951271991,0.0,0.0,0.0032068755411602478,0.0,0.0,0.0,0.0,0.0,0.06060799387540272,0.0,0.0,0.0032579657262005604,0.0,0.0032152273165712815,0.0,0.0,0.0,0.054854635216675815,0.11148982257191094,0.0,0.0,0.0,0.003183699458771092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032142971939185497
Zotu35,bacteria,actinomycetota,actinomycetia,propionibacteriales,nocardioidaceae,nocardioides,nocardioides furvisabuli,0.06783383939530976,0.06263701847792046,0.05488828619398166,0.10142342531388802,0.07959671000265323,0.06645779929744612,0.0777121541809139,0.10271414342629481,0.03206053028117085,0.056768008073672264,0.05087278623891132,0.054819257682757735,0.07802594362625573,0.05345743844533191,0.06189328295002932,13.014969293756398,0.07889140426699595,0.0639447517345014,0.0502828409805154,0.059772863120143446,0.06128241517223584,0.0558226081563033,0.03191523314077809,0.03664077385314378,0.06325510784995889,0.07660721946436232,0.11333585190782018,0.08744807770386333,0.08313083514515922,0.07286089904013685,0.07593975446146058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zotu1138,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae,0.006460365656696169,0.06263701847792046,0.048430840759395584,0.02797887594865876,0.007580639047871735,0.0,0.046627292508548336,0.006225099601593625,0.0,0.009461334678945377,0.0,0.0032246622166328077,0.0,0.025156441621332664,0.03583295328685908,0.0031985670419652,0.15435274747890512,0.0,0.0031426775612822125,0.006291880328436154,0.12901561088891755,0.0031012560086835167,0.0031915233140778097,0.0,0.003162755392497944,0.0,0.0,0.0031231456322808335,0.03197339813275355,0.0031678651756581236,0.0,0.0,0.0,0.0032068755411602478,0.0,0.003318841060701603,0.0031614555341279126,0.0031607560528478414,0.0,0.04146862738843344,0.0,0.0,0.0032579657262005604,0.14456089627755692,0.006430454633142563,0.0,0.003322700691121744,0.10514577027242313,0.0,0.0,0.08246637909160112,0.025929407188928146,0.0,0.0,0.006871907641561298,0.010003668011604254,0.0,0.0,0.0033507572711432786,0.0033029462280354076,0.0,0.02250008035742985
Zotu3208,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,rhodospirillaceae,elstera,elstera cyanobacteriorum,0.0032301828283480844,0.015659254619480114,0.0032287227172930386,0.041968313922988144,0.007580639047871735,0.0,0.0031084861672365555,0.0,0.003206053028117085,0.0,0.0,0.0,0.0,0.0,0.0,0.0031985670419652,0.017150305275433902,0.0,0.0,0.0,0.016126951361114694,0.0031012560086835167,0.0,0.0,0.0,0.0,0.0037778617302606727,0.0031231456322808335,0.0,0.0,0.0,0.0032451728054518907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08144914315501402,0.008031160904308717,0.0,0.0,0.0,0.003186235462800701,0.0,0.003185423502054598,0.006343567622430856,0.022688231290312125,0.0,0.09232728430436167,0.0,0.0,0.0033031644315254013,0.003260834121368246,0.02680605816914623,0.0,0.0,0.0192857831635113
Zotu3924,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum aerium,0.09367530202209445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031012560086835167,0.0031915233140778097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zotu179,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,sabulicella,sabulicella rubraurantiaca,1.0336585050713871,0.0970873786407767,0.083946790649619,0.003497359493582345,0.02653223666755107,0.022152599765815375,0.031084861672365557,0.2707918326693227,0.028854477253053765,0.018922669357890755,0.01271819655972783,0.022572635516429653,0.009753242953281966,0.20754064337599448,0.17590722522639912,0.019191402251791195,0.04802085477121493,0.022380663107075486,0.006285355122564425,0.022021581149526535,0.9869694233002194,0.024810048069468134,0.019149139884466856,0.025648541697200645,0.018976532354987665,0.05515719801434087,0.03022289384208538,0.131172116555795,0.351707379460289,0.6367409003072829,0.0348057207948361,0.0032451728054518907,0.13541834596163146,0.009620626623480743,0.0032629621170098214,0.009956523182104809,0.006322911068255825,0.10430494974397876,0.1044898993097334,0.012759577657979523,0.02041302350899874,0.009474482061647296,0.006515931452401121,0.020077902260771795,0.012860909266285126,0.003229974160206718,0.006645401382243488,0.08602835749561893,0.016133716240198766,0.028668811518491384,0.15858919056077136,0.2560528959906654,0.05643694738822349,0.1209805794333015,0.010307861462341946,0.0,0.0033031644315254013,0.019565004728209476,0.006701514542286557,0.0033029462280354076,0.003245488770608854,0.20892931760470573
Zotu693,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga thermotolerans,0.009690548485044253,0.08769182586908862,0.012914890869172154,0.010492078480747036,0.0037903195239358677,0.003164657109402196,0.5377681069319242,0.0031125498007968126,0.03526658330928793,0.37845338715781507,0.0,0.0032246622166328077,0.009753242953281966,0.012578220810666332,0.006515082415792559,0.0031985670419652,0.006860122110173561,0.0,0.0,0.012583760656872308,0.0,0.0031012560086835167,0.015957616570389046,0.007328154770628755,0.003162755392497944,0.0,0.007555723460521345,0.006246291264561667,0.0,0.009503595526974372,0.006328312871788382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
