ANATOMY,"Interdune, Depth","Stoss, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth",,,,,,,
Zotu,MF.28A,MF.31B,IX.10CM.A,IX.20CM.B,IX.30CM.A,IX.40CM.A,IX.50CM.A,IX.60CM.A,IX.70CM.A,IX.80CM.A,Domain,Phylum,Class,Order,Family,Genus,Species
Zotu334,6.0,20.0,6.0,4.0,7.0,13.0,22.0,19.0,14.0,8.0,bacteria,pseudomonadota,betaproteobacteria,rhodocyclales,rhodocyclaceae,candidatus dactylopiibacterium,candidatus dactylopiibacterium carminicum
Zotu901,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,ferritrophicales,ferritrophicaceae,ferritrophicum,ferritrophicum radicicola
Zotu419,1.0,60.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,nibribacter,nibribacter koreensis
Zotu309,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas phototrophica
Zotu3769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,ferritrophicales,ferritrophicaceae,ferritrophicum,ferritrophicum radicicola
Zotu430,2.0,187.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,bacteria,bacillota,bacilli,lactobacillales,streptococcaceae,streptococcus,streptococcus mutans
Zotu2072,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu763,0.0,1.0,2.0,0.0,5.0,0.0,8.0,4.0,28.0,18.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter spartanus
Zotu2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,clostridia,thermoanaerobacterales,thermoanaerobacteraceae,carboxydothermus,carboxydothermus hydrogenoformans
Zotu154,7.0,30.0,11.0,19.0,12.0,38.0,47.0,124.0,28.0,2.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter arvalis
Zotu2213,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu1863,2.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,bacteria,actinomycetota,actinomycetes,frankiales,frankiaceae,parafrankia,parafrankia discariae
Zotu744,14.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,22.0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,azospirillaceae,nitrospirillum,azospirillum amazonense
Zotu701,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,bacteria,bacillota,bacilli,bacillales,bacillaceae,bacillus,bacillus mycoides
Zotu770,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,ammoniphilus,ammoniphilus resinae
Zotu202,5.0,40.0,166.0,63.0,22.0,3.0,3.0,17.0,15.0,16.0,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,panacagrimonas,panacagrimonas perspica
Zotu670,0.0,0.0,211.0,106.0,0.0,2.0,2.0,1.0,4.0,5.0,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu3784,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,sphaerotilaceae,rubrivivax,rubrivivax rivuli
Zotu251,2.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,pontibacter,pontibacter locisalis
Zotu377,3.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu540,6.0,1.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,fulvivirgaceae,fulvivirga,fulvivirga lutimaris
Zotu3270,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu3904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu4935,0.0,0.0,5.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,caulobacterales,caulobacteraceae,brevundimonas,brevundimonas lutea
Zotu4001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu3111,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter spartanus
Zotu836,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu1391,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,micrococcales,cellulomonadaceae,cellulomonas,cellulomonas humilata
Zotu328,19.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,28.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas daechungensis
Zotu734,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu290,7.0,173.0,55.0,98.0,57.0,228.0,113.0,112.0,3.0,4.0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu472,1.0,0.0,5.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,pseudoduganella,pseudoduganella dura
Zotu6107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu72,8.0,3.0,11.0,10.0,16.0,12.0,7.0,165.0,25.0,17.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,devosiaceae,devosia,devosia submarina
Zotu127,189.0,4.0,2.0,3.0,1.0,0.0,8.0,0.0,2.0,99.0,bacteria,bacillota,bacilli,bacillales,planococcaceae,planomicrobium,planomicrobium mcmeekinii
Zotu984,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.0,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides szechwanensis
Zotu261,3.0,0.0,3.0,0.0,3.0,3.0,2.0,5.0,2.0,5.0,bacteria,bacillota,clostridia,eubacteriales,syntrophomonadaceae,syntrophothermus,syntrophothermus lipocalidus
Zotu3081,0.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga brassicacearum
Zotu163,11.0,1.0,0.0,6.0,4.0,7.0,0.0,1.0,10.0,6.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1114,38.0,0.0,1.0,76.0,0.0,0.0,9.0,2.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,sediminibacterium,sediminibacterium goheungense
Zotu599,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu406,260.0,3.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,noviherbaspirillum,noviherbaspirillum autotrophicum
Zotu1046,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,streptosporangiales,nocardiopsaceae,actinorugispora,actinorugispora endophytica
Zotu2783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1304,9.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,1.0,7.0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,pseudonocardia,pseudonocardia adelaidensis
Zotu63,4.0,3.0,6.0,2.0,10.0,6.0,4.0,3.0,3.0,6.0,bacteria,acidobacteriota,acidobacteriia,bryobacterales,solibacteraceae,candidatus solibacter,candidatus solibacter usitatus
Zotu4631,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,oceanospirillales,halomonadaceae,halovibrio,halovibrio denitrificans
Zotu1300,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu6161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,lentzea,lentzea albida
Zotu5332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter carri
Zotu3392,6.0,4.0,0.0,0.0,3.0,1.0,0.0,20.0,1.0,10.0,bacteria,bacillota,clostridia,eubacteriales,oscillospiraceae,vescimonas,vescimonas coprocola
Zotu468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter marinus
Zotu3248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,novosphingobium,novosphingobium ginsenosidimutans
Zotu2178,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu3559,4.0,0.0,13.0,24.0,0.0,0.0,2.0,1.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,niastella,niastella caeni
Zotu4545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,cytophagaceae,edaphorhabdus,edaphorhabdus rosea
Zotu319,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu2653,0.0,0.0,0.0,0.0,1.0,51.0,3.0,11.0,0.0,0.0,bacteria,bacillota,bacilli,bacillales,bacillaceae,bacillus,bacillus songklensis
Zotu856,3.0,17.0,52.0,0.0,5.0,0.0,4.0,1.0,0.0,10.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter arvalis
Zotu1520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,thermotogota,thermotogae,thermotogales,thermotogaceae,pseudothermotoga,pseudothermotoga lettingae
Zotu396,4.0,42.0,23.0,13.0,61.0,79.0,14.0,56.0,3.0,2.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,sediminibacterium,sediminibacterium goheungense
Zotu275,4.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,112.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu247,5.0,2.0,2.0,1.0,5.0,6.0,0.0,8.0,2.0,5.0,bacteria,myxococcota,myxococcota,haliangiales,kofleriaceae,haliangium,haliangium ochraceum
Zotu6226,0.0,7.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,bacteria,chloroflexota,chloroflexota,chloroflexota,chloroflexota,thermobaculum,thermobaculum terrenum
Zotu339,15.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,archaea,thaumarchaeota,nitrososphaeria,nitrososphaerales,nitrososphaeraceae,candidatus nitrososphaera,candidatus nitrososphaera
Zotu765,103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu2795,3.0,3.0,1.0,0.0,0.0,32.0,17.0,37.0,5.0,4.0,bacteria,deinococcota,deinococci,trueperales,trueperaceae,truepera,truepera radiovictrix
Zotu5740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia aurea
Zotu448,37.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,2.0,30.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas wittichii
Zotu360,6.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,23.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,oxalobacteraceae,massilia,massilia timonae
Zotu117,10.0,8.0,2.0,2.0,3.0,3.0,5.0,3.0,6.0,34.0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu1310,21.0,1.0,30.0,24.0,0.0,0.0,1.0,13.0,1.0,2.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga lupini
Zotu301,102.0,18.0,2.0,4.0,0.0,2.0,24.0,2.0,26.0,42.0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,blastococcus,blastococcus colisei
Zotu2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,parviterribacteraceae,parviterribacter,parviterribacter kavangonensis
Zotu2165,10.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,5.0,1.0,bacteria,pseudomonadota,betaproteobacteria,rhodocyclales,zoogloeaceae,pseudothauera,pseudothauera nasutitermitis
Zotu121,6.0,41.0,1.0,0.0,0.0,2.0,19.0,0.0,13.0,27.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu657,1.0,0.0,10.0,11.0,6.0,1.0,2.0,1.0,1.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas parvus
Zotu1593,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu4379,0.0,0.0,0.0,0.0,18.0,0.0,0.0,5.0,3.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas parvus
Zotu1782,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya pacifica
Zotu4306,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,saccharopolyspora,saccharopolyspora qijiaojingensis
Zotu483,1.0,0.0,4.0,3.0,2.0,0.0,2.0,3.0,3.0,2.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga thermotolerans
Zotu3738,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus antri
Zotu3403,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,bacteria,pseudomonadota,alphaproteobacteria,geminicoccales,geminicoccaceae,arboricoccus,arboricoccus pini
Zotu4111,0.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,pseudomonadales,pseudomonadaceae,pseudomonas,pseudomonas duriflava
Zotu120,39.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,4.0,38.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu3169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu1619,1.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2680,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter xylanophilus
Zotu1268,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,nitriliruptoria,euzebyales,euzebyaceae,euzebya,euzebya pacifica
Zotu495,0.0,21.0,9.0,15.0,26.0,24.0,86.0,24.0,3.0,4.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu5852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu141,4.0,16.0,4.0,8.0,1.0,4.0,36.0,74.0,43.0,17.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,propylenellaceae,propylenella,propylenella binzhouense
Zotu2429,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aquaticus
Zotu427,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu250,16.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,bacteria,bacteroidota,sphingobacteriia,sphingobacteriales,sphingobacteriaceae,pedobacter,pedobacter xinjiangensis
Zotu6200,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu459,3.0,48.0,1.0,4.0,69.0,2.0,2.0,11.0,14.0,2.0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu5813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,thermomicrobia,sphaerobacterales,sphaerobacteraceae,sphaerobacter,sphaerobacter thermophilus
Zotu182,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,clostridia,eubacteriales,syntrophomonadaceae,syntrophomonas,syntrophomonas zehnderi
Zotu2806,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,acidiferrimicrobium,acidiferrimicrobium australe
Zotu2721,0.0,0.0,0.0,0.0,7.0,40.0,18.0,1.0,1.0,0.0,bacteria,actinomycetota,nitriliruptoria,nitriliruptorales,nitriliruptoraceae,nitriliruptor,nitriliruptor alkaliphilus
Zotu376,1.0,0.0,74.0,109.0,33.0,175.0,271.0,20.0,0.0,2.0,bacteria,thermodesulfobacteriota,desulfuromonadia,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter propionicus
Zotu4353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,vicinamibacter,vicinamibacter silvestris
Zotu306,5.0,91.0,5.0,5.0,0.0,3.0,5.0,37.0,16.0,4.0,bacteria,pseudomonadota,betaproteobacteria,rhodocyclales,rhodocyclaceae,aromatoleum,aromatoleum toluolicum
Zotu2546,90.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter ginsenosidimutans
Zotu673,14.0,0.0,3.0,9.0,2.0,2.0,3.0,1.0,1.0,1.0,bacteria,pseudomonadota,betaproteobacteria,nitrosomonadales,methylophilaceae,novimethylophilus,novimethylophilus kurashikiensis
Zotu1106,2.0,7.0,7.0,22.0,17.0,0.0,1.0,0.0,1.0,1.0,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides insulae
Zotu2039,6.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,bacteria,actinomycetota,actinomycetes,streptosporangiales,thermomonosporaceae,thermomonospora,thermomonospora echinospora
Zotu3758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,clostridia,thermosediminibacterales,thermosediminibacteraceae,caldanaerovirga,caldanaerovirga acetigignens
Zotu3120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,chloroflexia,chloroflexales,roseiflexaceae,kouleothrix,kouleothrix aurantiaca
Zotu404,14.0,52.0,85.0,123.0,28.0,4.0,2.0,5.0,112.0,13.0,bacteria,planctomycetota,planctomycetia,planctomycetales,planctomycetaceae,symmachiella,symmachiella dynata
Zotu2802,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiaceae,quisquiliibacterium,quisquiliibacterium transsilvanicum
Zotu395,1.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,bacteria,acidobacteriota,blastocatellia,blastocatellales,blastocatellaceae,tellurimicrobium,tellurimicrobium multivorans
Zotu3813,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1347,6.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,43.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,methylobacteriaceae,microvirga,microvirga guangxiensis
Zotu2768,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu270,2.0,6.0,3.0,2.0,13.0,16.0,73.0,362.0,92.0,32.0,bacteria,pseudomonadota,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,ectothiorhodospira,ectothiorhodospira mobilis
Zotu4806,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,archaea,euryarchaeota,halobacteria,halobacteriales,halobacteriaceae,halobacterium,halobacterium bonnevillei
Zotu3668,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter koreensis
Zotu417,13.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu1523,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces violens
Zotu897,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,amycolatopsis,amycolatopsis palatopharyngis
Zotu1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,bacilli,bacillales,bacillaceae,calditerricola,calditerricola yamamurae
Zotu4996,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,paraflavisolibacter,paraflavisolibacter caeni
Zotu5961,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,comamonadaceae,ramlibacter,ramlibacter monticola
Zotu6001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu3561,0.0,1.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,gaiellales,gaiellaceae,gaiella,gaiella occulta
Zotu2031,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,modestobacter,modestobacter marinus
Zotu216,10.0,0.0,2.0,1.0,3.0,2.0,2.0,6.0,7.0,35.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter stalactiti
Zotu700,0.0,31.0,1.0,0.0,1.0,1.0,0.0,2.0,10.0,4.0,bacteria,acidobacteriota,blastocatellia,blastocatellales,pyrinomonadaceae,pyrinomonas,pyrinomonas methylaliphatogenes
Zotu558,1.0,14.0,14.0,27.0,222.0,4.0,3.0,31.0,21.0,2.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,rufibacter,rufibacter sediminis
Zotu370,13.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,59.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aquaticus
Zotu1581,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,diaminobutyricibacter,diaminobutyricibacter tongyongensis
