ANATOMY,"Interdune, Depth","Stoss, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth","Interdune, Depth",,,,,,,
Zotu,MF.28A,MF.31B,IX.10CM.A,IX.20CM.B,IX.30CM.A,IX.40CM.A,IX.50CM.A,IX.60CM.A,IX.70CM.A,IX.80CM.A,Domain,Phylum,Class,Order,Family,Genus,Species
Zotu2805,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu3384,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,ectothiorhodospira,ectothiorhodospira salini
Zotu6034,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter koreensis
Zotu2606,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,anaeromyxobacteraceae,anaeromyxobacter,anaeromyxobacter dehalogenans
Zotu5673,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,gemmata,gemmata palustris
Zotu2437,3.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium roseum
Zotu1200,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,bacteria,verrucomicrobiota,opitutae,opitutales,opitutaceae,horticoccus,horticoccus luteus
Zotu2553,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,fulvivirgaceae,fulvivirga,fulvivirga lutimaris
Zotu5994,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu4201,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,bacteria,chloroflexota,chloroflexia,chloroflexales,roseiflexaceae,kouleothrix,kouleothrix aurantiaca
Zotu6233,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,tepidiformia,tepidiformales,tepidiformaceae,tepidiforma,tepidiforma bonchosmolovskayae
Zotu4054,1.0,0.0,1.0,0.0,2.0,2.0,21.0,19.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter terreus
Zotu3425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu5944,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,11.0,bacteria,actinomycetota,actinomycetes,propionibacteriales,nocardioidaceae,nocardioides,nocardioides lentus
Zotu4194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu3148,1.0,0.0,1.0,0.0,0.0,0.0,1.0,58.0,16.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,rhodospirillales,acetobacteraceae,craurococcus,craurococcus roseus
Zotu2202,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,deltaproteobacteria,desulfuromonadales,desulfuromonadaceae,pelobacter,pelobacter carbinolicus
Zotu1455,2.0,0.0,0.0,4.0,0.0,0.0,25.0,0.0,1.0,1.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu4113,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu3085,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu2799,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2704,2.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,parviterribacteraceae,parviterribacter,parviterribacter multiflagellatus
Zotu5004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,capillimicrobiaceae,capillimicrobium,capillimicrobium parvum
Zotu5333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,anaeromyxobacteraceae,anaeromyxobacter,anaeromyxobacter dehalogenans
Zotu5527,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,baekduiaceae,baekduia,baekduia soli
Zotu738,1.0,0.0,11.0,19.0,22.0,122.0,123.0,23.0,9.0,2.0,bacteria,verrucomicrobiota,verrucomicrobiae,verrucomicrobiales,verrucomicrobia subdivision 3,pedosphaera,pedosphaera parvula
Zotu5395,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas phototrophica
Zotu6106,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,acidobacteriota,blastocatellia,blastocatellales,blastocatellaceae,aridibacter,aridibacter famidurans
Zotu2377,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu1456,2.0,0.0,2.0,0.0,1.0,1.0,86.0,0.0,69.0,3.0,bacteria,pseudomonadota,alphaproteobacteria,hyphomicrobiales,pleomorphomonadaceae,pleomorphomonas,pleomorphomonas oryzae
Zotu3123,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,bacteria,bacillota,clostridia,eubacteriales,clostridiales family xvii. incertae sedis,thermaerobacter,thermaerobacter composti
Zotu5533,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,gammaproteobacteria,gammaproteobacteria,acidibacter,acidibacter ferrireducens
Zotu4601,2.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu6139,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,44.0,9.0,bacteria,bacteroidota,cytophagia,cytophagales,cytophagaceae,rhodocytophaga,rhodocytophaga rosea
Zotu5722,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,novosphingobium,novosphingobium ginsenosidimutans
Zotu4555,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,23.0,bacteria,actinomycetota,actinomycetes,geodermatophilales,geodermatophilaceae,modestobacter,modestobacter muralis
Zotu5168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas phototrophica
Zotu2897,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,stagnimonas,stagnimonas aquatica
Zotu3581,2.0,0.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter koreensis
Zotu887,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,fulvivirgaceae,fulvivirga,fulvivirga lutimaris
Zotu3287,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,iamiaceae,actinomarinicola,actinomarinicola tropica
Zotu2048,1.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,segetibacter,segetibacter aerophilus
Zotu5596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,roseisolibacter,roseisolibacter agri
Zotu6290,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,bacteria,myxococcota,myxococcia,myxococcales,archangiaceae,hyalangium,hyalangium gracile
Zotu5278,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,opitutae,opitutales,opitutaceae,horticoccus,horticoccus luteus
Zotu1670,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,erwiniaceae,pantoea,pantoea ananatis
Zotu4376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,sphingosinicella,sphingosinicella humi
Zotu4288,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,niastella,niastella vici
Zotu3685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,nevskiales,nevskiaceae,panacagrimonas,panacagrimonas perspica
Zotu557,1.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,3.0,bacteria,pseudomonadota,deltaproteobacteria,myxococcales,kofleriaceae,kofleria,kofleria flava
Zotu2597,2.0,0.0,5.0,1.0,0.0,0.0,18.0,34.0,24.0,0.0,bacteria,bacillota,clostridia,christensenellales,christensenellaceae,guopingia,guopingia tenuis
Zotu2126,1.0,0.0,1.0,0.0,1.0,1.0,0.0,74.0,21.0,0.0,bacteria,myxococcota,myxococcia,myxococcales,myxococcaceae,simulacricoccus,simulacricoccus ruber
Zotu3007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1815,1.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu2930,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,bacteria,actinomycetota,actinomycetes,nakamurellales,nakamurellaceae,nakamurella,nakamurella endophytica
Zotu4320,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,bacteria,planctomycetota,planctomycetia,gemmatales,gemmataceae,zavarzinella,zavarzinella formosa
Zotu4106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,bacteria,bacillota,clostridia,eubacteriales,syntrophomonadaceae,syntrophothermus,syntrophothermus lipocalidus
Zotu2280,1.0,0.0,5.0,15.0,39.0,1.0,19.0,4.0,0.0,1.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,novosphingobium,novosphingobium naphthalenivorans
Zotu5872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu5000,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus senegalensis
Zotu5952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,myxococcota,myxococcota,haliangiales,kofleriaceae,haliangium,haliangium ochraceum
Zotu5121,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,rhizorhabdus,rhizorhabdus argentea
Zotu2707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,rhodocyclales,rhodocyclaceae,candidatus dactylopiibacterium,candidatus dactylopiibacterium carminicum
Zotu801,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,bacteria,actinomycetota,actinomycetes,streptosporangiales,nocardiopsaceae,nocardiopsis,nocardiopsis alba
Zotu2260,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,6.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,rufibacter,rufibacter glacialis
Zotu5014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon gulosus
Zotu2526,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,bacteria,chloroflexota,anaerolineae,anaerolineales,anaerolineaceae,thermanaerothrix,thermanaerothrix daxensis
Zotu1407,0.0,0.0,90.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,bacteria,cyanobacteriota,cyanobacteria,pseudanabaenales,leptolyngbyaceae,phormidesmis,phormidesmis priestleyi
Zotu5688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu3186,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,betaproteobacteria,burkholderiales,burkholderiales,tepidimonas,tepidimonas arfidensis
Zotu4240,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,archaea,euryarchaeota,euryarchaeota,euryarchaeota,euryarchaeota,aciduliprofundum,aciduliprofundum boonei
Zotu5309,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,campylobacterota,desulfurellia,desulfurellales,desulfurellaceae,desulfurella,desulfurella acetivorans
Zotu499,0.0,48.0,0.0,0.0,1.0,0.0,1.0,63.0,1.0,2.0,bacteria,bacillota,clostridia,eubacteriales,symbiobacteriaceae,symbiobacterium,symbiobacterium terraclitae
Zotu4716,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,solirubrobacteraceae,solirubrobacter,solirubrobacter phytolaccae
Zotu5595,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,archaea,euryarchaeota,halobacteria,halobacteriales,halobacteriaceae,halobellus,halobellus limi
Zotu1551,0.0,23.0,0.0,0.0,0.0,89.0,29.0,1.0,0.0,0.0,bacteria,planctomycetota,planctomycetia,pirellulales,thermoguttaceae,thermogutta,thermogutta terrifontis
Zotu5098,0.0,1.0,1.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,bacteria,acidobacteriota,acidobacteriia,acidobacteriales,acidobacteriaceae,edaphobacter,edaphobacter modestum
Zotu4208,0.0,15.0,2.0,0.0,1.0,1.0,17.0,0.0,1.0,1.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter spartanus
Zotu6365,0.0,6.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,verrucomicrobiae,limisphaerales,fontisphaeraceae,fontisphaera,fontisphaera persica
Zotu603,0.0,1.0,0.0,2.0,21.0,0.0,0.0,1.0,1.0,0.0,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu4990,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu1668,0.0,1.0,166.0,19.0,0.0,0.0,44.0,1.0,0.0,3.0,bacteria,actinomycetota,actinomycetes,kitasatosporales,streptomycetaceae,streptomyces,streptomyces torulosus
Zotu1103,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,archaea,euryarchaeota,halobacteria,halobacteriales,halobacteriaceae,halonotius,halonotius pteroides
Zotu3045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,elusimicrobiota,endomicrobia,endomicrobiales,endomicrobiaceae,candidatus endomicrobium,candidatus endomicrobium pyrsonymphae
Zotu4146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu3250,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,kineosporiales,kineosporiaceae,kineococcus,kineococcus gypseus
Zotu2335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,pseudomonadales,pseudomonadaceae,pseudomonas,pseudomonas asuensis
Zotu928,0.0,0.0,0.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,bacteria,actinomycetota,acidimicrobiia,acidimicrobiales,acidimicrobiaceae,aciditerrimonas,aciditerrimonas ferrireducens
Zotu809,0.0,0.0,1.0,3.0,62.0,119.0,10.0,46.0,78.0,1.0,bacteria,pseudomonadota,gammaproteobacteria,moraxellales,moraxellaceae,psychrobacter,psychrobacter namhaensis
Zotu5065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,bacteria,actinomycetota,actinomycetes,streptosporangiales,streptosporangiaceae,nonomuraea,nonomuraea thailandensis
Zotu844,0.0,0.0,1.0,0.0,21.0,1.0,0.0,5.0,2.0,2.0,bacteria,bacillota,clostridia,thermosediminibacterales,thermosediminibacteraceae,thermovenabulum,thermovenabulum gondwanense
Zotu4083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aerophilus
Zotu4162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium binotii
Zotu817,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,bacteria,bacteroidota,cytophagia,cytophagales,spirosomataceae,telluribacter,telluribacter humicola
Zotu2124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,bacteria,pseudomonadota,alphaproteobacteria,rhodobacterales,roseobacteraceae,rubellimicrobium,rubellimicrobium thermophilum
Zotu5834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,verrucomicrobiota,spartobacteria,chthoniobacterales,chthoniobacteraceae,chthoniobacter,chthoniobacter flavus
Zotu4594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter carri
Zotu5399,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,bacteria,bacteroidota,cytophagia,cytophagales,hymenobacteraceae,adhaeribacter,adhaeribacter aerophilus
Zotu6189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,planctomycetota,planctomycetia,isosphaerales,isosphaeraceae,singulisphaera,singulisphaera rosea
Zotu6015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,kineosporiales,kineosporiaceae,kineococcus,kineococcus glutinatus
Zotu4307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,bacteria,bacteroidota,cytophagia,cytophagales,spirosomataceae,telluribacter,telluribacter humicola
Zotu1078,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,conexibacteraceae,conexibacter,conexibacter woesei
Zotu698,0.0,0.0,3.0,61.0,1.0,1.0,322.0,2.0,2.0,4.0,bacteria,bacillota,bacilli,bacillales,bacillales family x. incertae sedis,brockia,brockia lithotrophica
Zotu1457,0.0,0.0,6.0,1.0,47.0,1.0,49.0,0.0,1.0,0.0,bacteria,myxococcota,myxococcia,myxococcales,archangiaceae,hyalangium,hyalangium minutum
Zotu6190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,bacillota,bacilli,lactobacillales,carnobacteriaceae,granulicatella,granulicatella paradiacens
Zotu4857,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,bacteria,bacillota,clostridia,eubacteriales,syntrophomonadaceae,syntrophothermus,syntrophothermus lipocalidus
Zotu4062,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bacteria,gemmatimonadota,longimicrobiia,longimicrobiales,longimicrobiaceae,longimicrobium,longimicrobium terrae
Zotu3321,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,bacteria,chloroflexota,chloroflexia,kallotenuales,kallotenuaceae,kallotenue,kallotenue papyrolyticum
Zotu5267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,archaea,euryarchaeota,methanococci,methanococcales,methanocaldococcaceae,methanocaldococcus,methanocaldococcus indicus
Zotu1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium invictum
Zotu2684,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,micrococcales,microbacteriaceae,microbacterium,microbacterium lacusdiani
Zotu5467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter ginsengiterrae
Zotu3613,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,29.0,25.0,bacteria,bacteroidota,chitinophagia,chitinophagales,chitinophagaceae,flavisolibacter,flavisolibacter galbus
Zotu466,0.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,447.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingopyxis,sphingopyxis macrogoltabida
Zotu3596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,archaea,euryarchaeota,thermococci,thermococcales,thermococcaceae,palaeococcus,palaeococcus ferrophilus
Zotu3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,thermoleophilia,solirubrobacterales,parviterribacteraceae,parviterribacter,parviterribacter kavangonensis
Zotu4495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingosinicellaceae,sphingosinicella,sphingosinicella humi
Zotu4574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,bacteria,bacteroidota,cytophagia,cytophagales,cesiribacteraceae,nafulsella,nafulsella turpanensis
Zotu2636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetia,streptomycetales,streptomycetaceae,streptomyces,streptomyces glaucosporus
Zotu3278,0.0,0.0,2.0,0.0,2.0,36.0,0.0,0.0,3.0,0.0,bacteria,verrucomicrobiota,verrucomicrobiae,limisphaerales,fontisphaeraceae,fontisphaera,fontisphaera persica
Zotu2309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,chloroflexota,chloroflexia,herpetosiphonales,herpetosiphonaceae,herpetosiphon,herpetosiphon aurantiacus
Zotu4508,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,bacteria,acidobacteriota,vicinamibacteria,vicinamibacterales,vicinamibacteraceae,luteitalea,luteitalea pratensis
Zotu5411,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,bacteria,actinomycetota,rubrobacteria,rubrobacterales,rubrobacteraceae,rubrobacter,rubrobacter naiadicus
Zotu3709,0.0,0.0,4.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,archaea,euryarchaeota,halobacteria,halobacteriales,halobacteriaceae,halobellus,halobellus limi
Zotu1744,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,1.0,archaea,euryarchaeota,halobacteria,halobacteriales,halobacteriaceae,halomicroarcula,halomicroarcula rubra
Zotu1120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,gammaproteobacteria,pasteurellales,pasteurellaceae,frederiksenia,frederiksenia canicola
Zotu5957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,archaea,euryarchaeota,thermoplasmata,methanomassiliicoccales,methanomassiliicoccaceae,methanomassiliicoccus,candidatus methanomassiliicoccus intestinalis
Zotu4141,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,archaea,euryarchaeota,halobacteria,halobacteriales,halobacteriaceae,halomicroarcula,halomicroarcula salinisoli
Zotu6040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,actinomycetota,actinomycetes,pseudonocardiales,pseudonocardiaceae,actinokineospora,actinokineospora acnipugnans
Zotu3756,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,bacteria,bacillota,bacilli,lactobacillales,streptococcaceae,streptococcus,streptococcus salivarius
Zotu4712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingomonas,sphingomonas panaciterrae
Zotu3103,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,bacteria,pseudomonadota,alphaproteobacteria,sphingomonadales,sphingomonadaceae,novosphingobium,novosphingobium naphthae
